booking_id,passenger_key,flight_id,booking_date,status,seat_number,passport_number,emergency_contact_phone,payment_amount,payment_method,is_amount_imputed,payment_attempt_count,payment_status
B1919,P1990,6F080,2026-03-17 11:37:36.952,PENDING,7C,G*****20,MASKED-2300,,,,,NO_PAYMENT_RECORD
B1920,P1796,SJ095,2025-05-11 11:37:36.952,PENDING,14A,T*****49,MASKED-8435,,,,,NO_PAYMENT_RECORD
B1921,P1617,SJ115,2025-04-24 11:37:36.952,CANCELLED,21F,K*****62,MASKED-9707,9627.04,CARD,False,1.0,PAYMENT_RECORDED
B1922,P1735,AI142,2025-05-14 11:37:36.952,CONFIRMED,7D,X*****33,MASKED-3869,7858.51,CARD,False,2.0,PAYMENT_RECORDED
B1923,P1272,UK169,2025-11-28 11:37:36.952,CANCELLED,33F,X*****94,MASKED-2115,7723.56,UPI,True,2.0,PAYMENT_RECORDED
B1924,P1909,SJ041,2025-05-04 11:37:36.952,CANCELLED,27D,D*****71,MASKED-2973,4739.01,CARD,False,1.0,PAYMENT_RECORDED
B1925,P1231,UK171,2025-04-20 11:37:36.952,CONFIRMED,7D,W*****10,MASKED-0232,5691.29,UPI,False,3.0,PAYMENT_RECORDED
B1926,P1419,AI081,2025-11-27 11:37:36.952,CANCELLED,18F,M*****99,MASKED-7004,,,,,NO_PAYMENT_RECORD
B1927,P1767,AI162,2026-01-28 11:37:36.952,PENDING,27D,C*****37,MASKED-2307,,,,,NO_PAYMENT_RECORD
B1928,P1441,SJ037,2026-01-23 11:37:36.952,CANCELLED,6F,J*****84,MASKED-6146,6983.66,NETBANKING,False,1.0,PAYMENT_RECORDED
B1929,P1495,SJ037,2025-11-05 11:37:36.952,CONFIRMED,6A,P*****48,MASKED-0448,,,,,NO_PAYMENT_RECORD
B1930,P1023,UK080,2025-12-16 11:37:36.952,PENDING,3B,K*****42,MASKED-3639,1625.9,CARD,False,2.0,PAYMENT_RECORDED
B1931,P1108,SJ031,2025-09-26 11:37:36.952,PENDING,16C,D*****90,MASKED-9946,10011.51,CARD,False,1.0,PAYMENT_RECORDED
B1932,P1702,AI199,2025-12-28 11:37:36.952,CANCELLED,4B,G*****42,MASKED-4441,7723.56,UPI,True,2.0,PAYMENT_RECORDED
B1933,P1501,6F082,2025-05-28 11:37:36.952,CANCELLED,7B,C*****79,MASKED-3805,,,,,NO_PAYMENT_RECORD
B1934,P1858,UK217,2026-04-12 11:37:36.952,PENDING,9F,C*****13,MASKED-5807,10978.81,UPI,False,1.0,PAYMENT_RECORDED
B1935,P1024,UK014,2026-04-13 11:37:36.952,CANCELLED,6C,K*****28,MASKED-3421,,,,,NO_PAYMENT_RECORD
B1936,P1186,SJ180,2026-01-11 11:37:36.952,CONFIRMED,14D,E*****71,MASKED-0382,6127.38,UPI,False,2.0,PAYMENT_RECORDED
B1937,P1287,6F268,2026-02-19 11:37:36.952,CANCELLED,16E,M*****91,MASKED-5218,6825.66,CARD,False,1.0,PAYMENT_RECORDED
B1938,P1627,UK205,2026-04-07 11:37:36.952,CANCELLED,19B,Z*****19,MASKED-4643,12242.79,UPI,False,1.0,PAYMENT_RECORDED
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,22B,E*****31,MASKED-9435,14923.36,UPI,False,4.0,PAYMENT_RECORDED
B1940,P1877,UK052,2025-06-25 11:37:36.952,CANCELLED,17C,P*****68,MASKED-1855,4783.48,NETBANKING,False,2.0,PAYMENT_RECORDED
B1941,P1913,UK230,2025-06-13 11:37:36.952,CANCELLED,19D,L*****25,MASKED-5442,1551.73,CARD,False,1.0,PAYMENT_RECORDED
B1942,P1036,AI145,2025-07-18 11:37:36.952,CANCELLED,23D,R*****88,MASKED-6625,1755.58,UPI,False,1.0,PAYMENT_RECORDED
B1943,P1793,SJ035,2026-03-13 11:37:36.952,CONFIRMED,7E,K*****05,MASKED-2940,5304.06,UPI,False,2.0,PAYMENT_RECORDED
B1944,P1136,SJ184,2025-07-20 11:37:36.952,CANCELLED,10B,R*****84,MASKED-9984,9053.91,NETBANKING,False,2.0,PAYMENT_RECORDED
B1945,P1507,6F207,2025-11-03 11:37:36.952,CONFIRMED,24A,C*****56,MASKED-8592,,,,,NO_PAYMENT_RECORD
B1946,P1226,UK144,2026-03-30 11:37:36.952,CONFIRMED,15A,A*****41,MASKED-6602,11196.94,UPI,False,1.0,PAYMENT_RECORDED
B1947,P1319,AI126,2025-10-22 11:37:36.952,CONFIRMED,1A,Z*****71,MASKED-1615,2186.2,NETBANKING,False,1.0,PAYMENT_RECORDED
B1948,P1839,SJ145,2025-05-19 11:37:36.952,CONFIRMED,10A,W*****28,MASKED-4234,6743.77,NETBANKING,False,2.0,PAYMENT_RECORDED
B1949,P1915,6F040,2025-05-16 11:37:36.952,PENDING,15B,F*****22,MASKED-7188,3328.36,CARD,False,2.0,PAYMENT_RECORDED
B1950,P1181,UK049,2025-06-15 11:37:36.952,CONFIRMED,21B,F*****47,MASKED-9225,,,,,NO_PAYMENT_RECORD
B1951,P1873,UK049,2026-03-18 11:37:36.952,CANCELLED,3F,Y*****41,MASKED-9796,12831.14,NETBANKING,False,1.0,PAYMENT_RECORDED
B1952,P1085,AI087,2025-10-18 11:37:36.952,CONFIRMED,2C,Y*****35,MASKED-4789,10237.24,NETBANKING,False,1.0,PAYMENT_RECORDED
B1953,P1466,AI152,2025-05-24 11:37:36.952,CANCELLED,19A,R*****06,MASKED-2480,12741.76,CARD,False,1.0,PAYMENT_RECORDED
B1954,P1925,SJ240,2025-11-06 11:37:36.952,CONFIRMED,2A,W*****02,MASKED-2001,14524.79,NETBANKING,False,1.0,PAYMENT_RECORDED
B1955,P1052,AI212,2025-09-14 11:37:36.952,PENDING,22B,D*****19,MASKED-5387,,,,,NO_PAYMENT_RECORD
B1956,P1859,AI064,2025-09-21 11:37:36.952,CONFIRMED,3B,J*****42,MASKED-9169,,,,,NO_PAYMENT_RECORD
B1957,P1866,6F093,2025-06-07 11:37:36.952,CONFIRMED,32E,V*****35,MASKED-7600,4851.79,CARD,False,1.0,PAYMENT_RECORDED
B1958,P1234,AI118,2025-04-28 11:37:36.952,PENDING,29C,H*****13,MASKED-6511,1471.1,NETBANKING,False,2.0,PAYMENT_RECORDED
B1959,P1958,AI172,2025-12-19 11:37:36.952,CONFIRMED,23D,N*****85,MASKED-7933,7275.19,NETBANKING,False,2.0,PAYMENT_RECORDED
B1960,P1778,6F183,2026-01-30 11:37:36.952,CANCELLED,27E,X*****90,MASKED-8946,14657.97,CARD,False,1.0,PAYMENT_RECORDED
B1961,P1798,6F200,2025-07-15 11:37:36.952,CONFIRMED,28A,Z*****98,MASKED-4518,,,,,NO_PAYMENT_RECORD
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,18C,B*****37,MASKED-9246,11681.57,UPI,False,4.0,PAYMENT_RECORDED
B1963,P1495,UK030,2026-02-24 11:37:36.952,CONFIRMED,27F,C*****13,MASKED-8001,,,,,NO_PAYMENT_RECORD
B1964,P1998,SJ232,2025-05-21 11:37:36.952,PENDING,18B,X*****08,MASKED-2887,,,,,NO_PAYMENT_RECORD
B1965,P1099,6F090,2026-01-29 11:37:36.952,CONFIRMED,20D,N*****44,MASKED-9379,,,,,NO_PAYMENT_RECORD
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,12B,L*****24,MASKED-0512,13474.77,CARD,False,3.0,PAYMENT_RECORDED
B1967,P1598,AI154,2025-07-03 11:37:36.952,CANCELLED,22C,A*****41,MASKED-3141,12518.31,CARD,False,1.0,PAYMENT_RECORDED
B1968,P1402,6F089,2025-10-11 11:37:36.952,CONFIRMED,2D,Y*****74,MASKED-4142,14600.78,NETBANKING,False,1.0,PAYMENT_RECORDED
B1969,P1395,6F218,2026-04-08 11:37:36.952,CONFIRMED,29A,T*****25,MASKED-5719,13598.0,UPI,False,1.0,PAYMENT_RECORDED
B1970,P1526,6F241,2025-11-26 11:37:36.952,CONFIRMED,12B,G*****45,MASKED-5066,4558.49,NETBANKING,False,1.0,PAYMENT_RECORDED
B1971,P1414,6F116,2025-08-20 11:37:36.952,CONFIRMED,2B,Z*****04,MASKED-9642,,,,,NO_PAYMENT_RECORD
B1972,P1938,UK199,2025-04-18 11:37:36.952,CANCELLED,19B,F*****17,MASKED-8516,5458.57,UPI,False,1.0,PAYMENT_RECORDED
B1973,P1612,SJ033,2025-04-28 11:37:36.952,CANCELLED,8C,E*****82,MASKED-3057,,,,,NO_PAYMENT_RECORD
B1974,P1676,AI210,2025-08-03 11:37:36.952,PENDING,15B,F*****06,MASKED-3035,,,,,NO_PAYMENT_RECORD
B1975,P1462,UK148,2025-08-26 11:37:36.952,UNKNOWN,20E,B*****80,MASKED-9630,7791.01,CARD,False,1.0,PAYMENT_RECORDED
B1976,P1540,AI229,2025-08-27 11:37:36.952,PENDING,16F,F*****01,MASKED-3619,8576.26,NETBANKING,False,1.0,PAYMENT_RECORDED
B1977,P1625,UK005,2026-01-01 11:37:36.952,PENDING,4A,M*****19,MASKED-4286,,,,,NO_PAYMENT_RECORD
B1978,P1618,SJ080,2025-12-07 11:37:36.952,CONFIRMED,12C,A*****62,MASKED-7464,9450.85,UPI,False,1.0,PAYMENT_RECORDED
B1979,P1921,SJ092,2025-12-02 11:37:36.952,CANCELLED,1F,J*****94,MASKED-0698,,,,,NO_PAYMENT_RECORD
B1980,P1363,SJ055,2025-12-04 11:37:36.952,CANCELLED,15A,Y*****32,MASKED-7348,12102.14,CARD,False,1.0,PAYMENT_RECORDED
B1981,P1129,AI239,2025-05-17 11:37:36.952,CONFIRMED,19D,Z*****56,MASKED-2612,7404.46,UPI,False,2.0,PAYMENT_RECORDED
B1982,P1083,6F162,2025-06-17 11:37:36.952,UNKNOWN,7A,H*****53,MASKED-6975,,,,,NO_PAYMENT_RECORD
B1983,P1270,UK101,2025-06-28 11:37:36.952,UNKNOWN,27A,P*****27,MASKED-7066,9117.5,CARD,False,1.0,PAYMENT_RECORDED
B1984,P1243,6F198,2025-04-25 11:37:36.952,CONFIRMED,27F,X*****80,MASKED-7129,11501.29,UPI,False,2.0,PAYMENT_RECORDED
B1985,P1387,6F239,2025-09-28 11:37:36.952,CONFIRMED,31F,Y*****16,MASKED-3192,,,,,NO_PAYMENT_RECORD
B1986,P1213,SJ177,2025-10-07 11:37:36.952,CONFIRMED,13F,N*****22,MASKED-2114,,,,,NO_PAYMENT_RECORD
B1987,P1817,6F044,2026-03-12 11:37:36.952,CANCELLED,19F,W*****68,MASKED-0463,4148.68,CARD,False,2.0,PAYMENT_RECORDED
B1988,P1165,6F248,2026-02-17 11:37:36.952,PENDING,13A,H*****94,MASKED-0464,13945.28,UPI,False,1.0,PAYMENT_RECORDED
B1989,P1790,6F002,2025-12-10 11:37:36.952,UNKNOWN,16F,H*****92,MASKED-6840,,,,,NO_PAYMENT_RECORD
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,14B,E*****66,MASKED-8281,9960.43,NETBANKING,False,3.0,PAYMENT_RECORDED
B1991,P1601,UK091,2026-01-14 11:37:36.952,CANCELLED,22E,W*****76,MASKED-0428,,,,,NO_PAYMENT_RECORD
B1992,P1882,6F215,2025-04-25 11:37:36.952,CONFIRMED,25C,G*****40,MASKED-2908,7248.01,UPI,False,3.0,PAYMENT_RECORDED
B1993,P1842,AI093,2026-03-11 11:37:36.952,CANCELLED,5B,P*****35,MASKED-9255,,,,,NO_PAYMENT_RECORD
B1994,P1923,UK090,2026-03-31 11:37:36.952,CONFIRMED,21D,J*****56,MASKED-0874,,,,,NO_PAYMENT_RECORD
B1995,P1503,SJ005,2025-11-20 11:37:36.952,CANCELLED,11C,J*****62,MASKED-8644,,,,,NO_PAYMENT_RECORD
B1996,P1705,UK106,2025-08-08 11:37:36.952,CANCELLED,27E,M*****50,MASKED-9827,10358.84,UPI,False,1.0,PAYMENT_RECORDED
B1997,P1122,6F223,2025-05-03 11:37:36.952,PENDING,27B,P*****20,MASKED-6636,8025.265,CARD,True,2.0,PAYMENT_RECORDED
B1998,P1647,6F011,2025-10-23 11:37:36.952,CONFIRMED,14C,T*****97,MASKED-5033,11065.89,NETBANKING,False,2.0,PAYMENT_RECORDED
B1999,P1412,UK124,2025-08-08 11:37:36.952,INVALID,12B,C*****50,MASKED-2188,2806.06,NETBANKING,False,1.0,PAYMENT_RECORDED
